id;Артикул;"Название товара *";"Стоимость товара *";"Стоимость со скидкой";"Раздел товара *";"Товар в наличии";"Поставка под заказ *";"Срок поставки (дни) *";"Краткий текст";"Текст полностью";"Заголовок страницы (title)";"Описание страницы (description)";"Ключевые слова страницы (keywords)";"ЧПУ страницы (slug)";"С этим товаром покупают";"Рекламные метки";"Показывать на сайте *";"Удалить *";"Ед. измерения";Вес;"Габариты, см";НДС;"Передавать в Яндекс.Маркет";"Передавать в ВКонтакте"
59309950;0;"Теодора Шкаф с витриной Графит/Дуб крафт";11300;10000;"ШКАФЫ => Пеналы";10;0;1;"<p>Теодора Шкаф с витриной Графит/Дуб крафт</p><p><br /></p><p><span><span class=""c-changelable-props__value js-changelable-props-val__MATERIAL_FASADA_1"">Цвет: Графит/Дуб крафт</span></span></p><p><br /></p><p><span>Габариты: (ШхВхГ) - 515*2100*523 мм</span></p><p><br /></p><p><span>Шкаф с витриной - элегантное и функциональное решение для вашего интерьера. Обеспечивает стильный дизайн и возможность отображения декоративных предметов. Легкая в сборке и прочная конструкция. Доступен в различных цветовых вариантах. Создайте уютное и уникальное пространство с этим шкафом с витриной.</span></p><p><br /></p><p class=""pagetitle"">&nbsp;</p><p><br /></p>";;"Купить Теодора Шкаф с витриной Графит/Дуб крафт в Краснодар недорого — Мебель на Кубани";"Купить Теодора Шкаф с витриной Графит/Дуб крафт в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Теодора Шкаф с витриной Графит/Дуб крафт, Краснодар, каталог мебели, купить недорого, сборка мебели";;"59309957, 59309953, 59310155, 59310107, 59310085, 59310176, 59310124, 59310137, 59309801, 59309737";;1;0;шт;0г;;;1;1
58093912;0;"Rich Шкаф ШК-001 Дуб Крафт золотой - Мята/Сумеречный голубой";8500;;"ШКАФЫ => Пеналы";10;0;1;"<p>Rich Шкаф ШК-001 Дуб Крафт золотой - Мята/Сумеречный голубой</p><p><br /></p><p><span>Габариты (ШхВхГ): 543х2011х462 мм</span></p><p><br /></p><p><span>Материал: ЛДСП&nbsp;&nbsp;</span></p><p><br /></p><p>Цвет корпуса: Дуб Крафт золотой</p><p>Цвет фасада: Мята/Сумеречный голубой</p><p><br /></p><p>Материал фасада: ЛДСП 16 мм</p>
<p>Материал корпуса: ЛДСП 16 мм</p>
<p>Кромочный материал: ПВХ 0,4 мм и 2 мм</p>
<p><br /></p>
<p>Оригинальные фасады с фрезерованными выемками, которые заменяют ручки</p>";"<p><span>Шкаф выполнен в едином художественном и конструкторско-технологическом решении, предназначен для оборудования жилых помещений. Шкаф ШК-001 имеет распашную створку из ЛДСП 16 мм двух цветов (верхний фасад-ЛДСП Мята или Миндаль, нижний фасад-ЛДСП Сумеречно голубой или Глиняный серый). Фасады соединены между собой забивным соединителем фасадов Cuba d.5 мм, длина 70 мм. В верхней створке произведена фрезеровка, заменяющая ручку. Длина фрезеровки 256 мм. Створка внутренняя. Корпус шкафа ЛДСП 16мм в кромке 2,0 по видимой стороне в цвет корпуса, кромка скрытых частей изделия 0,4 мм, задние стенки ЛХДФ 3,2 мм. Внутри изделия расположены три полки (две сверху, одна внизу) и штанга овальная металлическая под одежду. Расстояние между полками 270 мм, под одежду 1076 мм. ШК-001 имеет возможность сборки на обе стороны (универсальная сборка). Шкаф необходимо крепить к стене чтобы исключить риск опрокидывания.</span><br /><span>Корпус и фасад имеют комбинированное цветовое решение и выпускается в двух цветовых сочетаниях: 1) Корпус &ndash; Дуб Крафт золотой/ Фасад &ndash; Мята+Сумеречный голубой. Фасад кромится кромкой в цвет деталей. 2) Корпус &ndash; Дуб Крафт золотой / Фасад &ndash; Миндаль+Глиняный серый. Фасад кромится кромкой в цвет деталей. Направляющая шариковая 400 мм</span></p>";"Купить Rich Шкаф ШК-001 Дуб Крафт золотой - Мята/Сумеречный голубой в Краснодар недорого — Мебель на Кубани";"Купить Rich Шкаф ШК-001 Дуб Крафт золотой - Мята/Сумеречный голубой в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Rich Шкаф ШК-001 Дуб Крафт золотой - Мята/Сумеречный голубой, Краснодар, каталог мебели, купить недо";;"58131367, 58131434, 58077013, 58077309, 58130517, 58130548, 58131321, 58130660, 58099163, 58076924";;1;0;шт;0г;;;1;1
58093969;0;"Rich Шкаф ШК-001 Дуб Крафт золотой - Миндаль/Глиняный серый";8500;;"ШКАФЫ => Пеналы";10;0;1;"<p>Rich Шкаф ШК-001 Дуб Крафт золотой - <span>Миндаль/Глиняный серый</span></p><p><br /></p><p><span>Габариты (ШхВхГ): 543х2011х462 мм</span></p><p><br /></p><p><span>Материал: ЛДСП&nbsp;&nbsp;</span></p><p><br /></p><p>Цвет корпуса: Дуб Крафт золотой</p><p>Цвет фасада: Миндаль/Глиняный серый</p><p><br /></p><p>Материал фасада: ЛДСП 16 мм</p>
<p>Материал корпуса: ЛДСП 16 мм</p>
<p>Кромочный материал: ПВХ 0,4 мм и 2 мм</p>
<p><br /></p>
<p>Оригинальные фасады с фрезерованными выемками, которые заменяют ручки</p>";"<p><span>Шкаф выполнен в едином художественном и конструкторско-технологическом решении, предназначен для оборудования жилых помещений. Шкаф ШК-001 имеет распашную створку из ЛДСП 16 мм двух цветов (верхний фасад-ЛДСП Мята или Миндаль, нижний фасад-ЛДСП Сумеречно голубой или Глиняный серый). Фасады соединены между собой забивным соединителем фасадов Cuba d.5 мм, длина 70 мм. В верхней створке произведена фрезеровка, заменяющая ручку. Длина фрезеровки 256 мм. Створка внутренняя. Корпус шкафа ЛДСП 16мм в кромке 2,0 по видимой стороне в цвет корпуса, кромка скрытых частей изделия 0,4 мм, задние стенки ЛХДФ 3,2 мм. Внутри изделия расположены три полки (две сверху, одна внизу) и штанга овальная металлическая под одежду. Расстояние между полками 270 мм, под одежду 1076 мм. ШК-001 имеет возможность сборки на обе стороны (универсальная сборка). Шкаф необходимо крепить к стене чтобы исключить риск опрокидывания.</span><br /><span>Корпус и фасад имеют комбинированное цветовое решение и выпускается в двух цветовых сочетаниях: 1) Корпус &ndash; Дуб Крафт золотой/ Фасад &ndash; Мята+Сумеречный голубой. Фасад кромится кромкой в цвет деталей. 2) Корпус &ndash; Дуб Крафт золотой / Фасад &ndash; Миндаль+Глиняный серый. Фасад кромится кромкой в цвет деталей. Направляющая шариковая 400 мм</span></p>";"Купить Rich Шкаф ШК-001 Дуб Крафт золотой - Миндаль/Глиняный серый в Краснодар недорого — Мебель на Кубани";"Купить Rich Шкаф ШК-001 Дуб Крафт золотой - Миндаль/Глиняный серый в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Rich Шкаф ШК-001 Дуб Крафт золотой - Миндаль/Глиняный серый, Краснодар, каталог мебели, купить недор";;"58131403, 58077160, 58077316, 58130533, 58130588, 58131350, 58130682, 58099180, 58076953, 58130645";;1;0;шт;0г;;;1;1
53319649;0;"БОСТОН Шкаф ШК-003 МДФ";10200;;"ШКАФЫ => Пеналы";100;0;1;"<p class=""catalog-header__title"">БОСТОН Шкаф ШК-003</p><p class=""catalog-header__title""><br />Габариты: (ШхВхГ): 550*2360*414 мм</p><p><br /></p><p class=""catalog-header__title"">Цвет:&nbsp;<span>ЛДСП Дуб крафт золотой/МДФ Глянец белый</span></p><p class=""catalog-header__title"">&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p><br /></p><p><span>Конструктив:</span><br /><span>- Шкаф ШК-003 состоит из корпуса и створки.</span><br /><span>- Внутри шкафа 3 отсека: верхний и нижний полезной площадью по 516х344х394 мм каждый.</span><br /><span>- Средний отсек 516х1534х394 мм для размещения одежды на вешалке.</span><br /><span>- Предусмотрена выдвижная штанга х 350мм.</span></p>";"<p>БОСТОН Шкаф ШК-003<br />Технические характеристики:<br />Категория товара &ndash; Прихожая,шкафы<br />Длина изделия &ndash; 550 мм.<br />Высота изделия &ndash; 2360 мм.<br />Глубина изделия &ndash; 414 мм.<br />Глубина изделия по боковине -394 мм.<br />Материал фасада:<br />- МДФ Белый глянец<br />Материал корпуса &ndash; ЛДСП Дуб крафт золотой<br />Задние стенки &ndash;ХДФ Белое 3.2 мм.<br />Соединитель задних стенок -Белый<br />Количество петель - 5<br />Вес &ndash; 51 кг.<br />Объём &ndash; 0,126 м&sup3;<br />Габариты - Д.550 х В.2360 х Г.414 мм.<br /></p><p>Фурнитура<br />Конструкции корпуса собираются с помощью эксцентриковых стяжек и евро-винтов;<br />Фасады монтируются к корпусу при помощи четырёхшарнирных накладных петель;<br />Опора-подпятник черный;<br />Штанга выдвижная х350мм;<br />Отталкиватель для двери (TITUS);<br />Крючок ВМ-01(АЛДИ) чёрный;</p>";"Купить БОСТОН Шкаф ШК-003 МДФ в Краснодар недорого — Мебель на Кубани";"Купить БОСТОН Шкаф ШК-003 МДФ в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"БОСТОН Шкаф ШК-003 МДФ, Краснодар, каталог мебели, купить недорого, сборка мебели";;"53319634, 53319679, 53319692, 53319712, 53319765, 53319934, 53319728, 53319736, 53319755";;1;0;шт;0г;;;1;1
53319755;0;"БОСТОН Шкаф ШК-003 ЛДСП Дуб крафт золотой/ЛДСП Серый шифер";8700;;"ШКАФЫ => Пеналы";100;0;1;"<p class=""catalog-header__title"">БОСТОН Шкаф ШК-003 ЛДСП&nbsp;<span>Дуб крафт золотой/ЛДСП Серый шифер</span></p><p class=""catalog-header__title""><br />Габариты: (ШхВхГ): 550*2360*414 мм</p><p><br /></p><p class=""catalog-header__title"">Цвет:&nbsp;ЛДСП Дуб крафт золотой/ЛДСП Серый шифер</p><p class=""catalog-header__title"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p><p><br /></p><p><span>Конструктив:</span><br /><span>- Шкаф ШК-003 состоит из корпуса и створки.</span><br /><span>- Внутри шкафа 3 отсека: верхний и нижний полезной площадью по 516х344х394 мм каждый.</span><br /><span>- Средний отсек 516х1534х394 мм для размещения одежды на вешалке.</span><br /><span>- Предусмотрена выдвижная штанга х 350мм.</span></p>";"<p>БОСТОН Шкаф ШК-003<br />Технические характеристики:<br />Категория товара &ndash; Прихожая,шкафы<br />Длина изделия &ndash; 550 мм.<br />Высота изделия &ndash; 2360 мм.<br />Глубина изделия &ndash; 414 мм.<br />Глубина изделия по боковине -394 мм.<br />Материал фасада:<br />- ЛДСП Серый шифер<br />Материал корпуса &ndash; ЛДСП Дуб крафт золотой<br />Задние стенки &ndash;ХДФ Белое 3.2 мм.<br />Соединитель задних стенок -Белый<br />Количество петель - 5<br />Вес &ndash; 51 кг.<br />Объём &ndash; 0,126 м&sup3;<br />Габариты - Д.550 х В.2360 х Г.414 мм.<br /></p><p>Фурнитура<br />Конструкции корпуса собираются с помощью эксцентриковых стяжек и евро-винтов;<br />Фасады монтируются к корпусу при помощи четырёхшарнирных накладных петель;<br />Опора-подпятник черный;<br />Штанга выдвижная х350мм;<br />Отталкиватель для двери (TITUS);<br />Крючок ВМ-01(АЛДИ) чёрный;</p>";"Купить БОСТОН Шкаф ШК-003 ЛДСП Дуб крафт золотой/ЛДСП Серый шифер в Краснодар недорого — Мебель на Кубани";"Купить БОСТОН Шкаф ШК-003 ЛДСП Дуб крафт золотой/ЛДСП Серый шифер в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"БОСТОН Шкаф ШК-003 ЛДСП Дуб крафт золотой/ЛДСП Серый шифер, Краснодар, каталог мебели, купить недоро";;"53319765, 53319736, 53319728, 53319934, 53319692, 53319712, 53319634, 53319649, 53319679";;1;0;шт;0г;;;1;1
55176452;0;"Милан Пенал со стеклом Дуб Золотой/Белый Матовый";8200;;"ШКАФЫ => Пеналы";10;0;1;"<p>МИЛАН Пенал со стеклом</p><p><br /></p><p><span><span class=""c-changelable-props__value js-changelable-props-val__MATERIAL_FASADA_1"">Цвет: Дуб Золотой/МДФ Белый матовый</span></span></p><p><span>Габариты: (ШхВхГ) - 501мм*1914мм*416мм</span></p><p><br /></p><p><span><span class=""c-attributes__select js-attributes__select"">&nbsp;</span></span>&nbsp;<span>&nbsp;</span></p><p><br /></p><p class=""pagetitle"">&nbsp;</p><p><br /></p>";;"Купить Милан Пенал со стеклом Дуб Золотой/Белый Матовый в Краснодар недорого — Мебель на Кубани";"Купить Милан Пенал со стеклом Дуб Золотой/Белый Матовый в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Милан Пенал со стеклом Дуб Золотой/Белый Матовый, Краснодар, каталог мебели, купить недорого, сборка";;"55176288, 55176377, 55176408, 55176452, 55176616, 55176635, 55176393";;1;0;шт;0г;;;1;1
55176408;0;"Милан Пенал глухой Дуб Золотой/Белый Матовый";8900;;"ШКАФЫ => Пеналы";10;0;1;"<p>МИЛАН Пенал глухой</p><p><br /></p><p><span><span class=""c-changelable-props__value js-changelable-props-val__MATERIAL_FASADA_1"">Цвет: Дуб Золотой/ МДФ Белый матовый</span></span></p><p><span>Габариты: (ШхВхГ) - 501мм*1914мм*416мм</span></p><p><br /></p><p><span><span class=""c-attributes__select js-attributes__select"">&nbsp;</span></span>&nbsp;<span>&nbsp;</span></p><p><br /></p><p class=""pagetitle"">&nbsp;</p><p><br /></p>";;"Купить Милан Пенал глухой Дуб Золотой/Белый Матовый в Краснодар недорого — Мебель на Кубани";"Купить Милан Пенал глухой Дуб Золотой/Белый Матовый в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Милан Пенал глухой Дуб Золотой/Белый Матовый, Краснодар, каталог мебели, купить недорого, сборка меб";;"55176288, 55176377, 55176452, 55176616, 55176635, 55176393";;1;0;шт;0г;;;1;1
52774959;0;"Машенька ПН 202 Венге/Белфорт";5400;;"ШКАФЫ => Пеналы";10;0;1;"<p><span>Пенал&nbsp;""Машенька"" ПН 202</span></p><p><span>&nbsp;</span></p><p><span>Цвет: Венге/Белфорт</span></p><p><br /></p><p><span>Габариты: (ШхВхГ) - 400мм*2020мм*380мм</span></p><p><span>&nbsp;</span></p><p><span>&nbsp;</span></p><p><br /></p>";;"Купить Машенька ПН 202 Венге/Белфорт в Краснодар недорого — Мебель на Кубани";"Купить Машенька ПН 202 Венге/Белфорт в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Машенька ПН 202 Венге/Белфорт, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52774949, 52774970, 52774975, 52774869, 52774895, 52774859, 52774782, 52774882, 52775022, 52775081";;1;0;шт;0г;;;1;1
52774975;0;"Машенька ПН 204 Венге/Белфорт";5500;;"ШКАФЫ => Пеналы";10;0;1;"<p><span>Пенал&nbsp;""Машенька"" ПН 204</span></p><p><span>&nbsp;</span></p><p><span>Цвет1: Венге/Белфорт</span></p><p><span>Цвет2:&nbsp;Ясень шимо темный/Ясень шимо светлый</span></p><p><span>Габариты: (ШхВхГ) - 400мм*2020мм*380мм</span></p><p><span>&nbsp;</span></p><p><span>&nbsp;</span></p><p><br /></p>";;"Купить Машенька ПН 204 Венге/Белфорт в Краснодар недорого — Мебель на Кубани";"Купить Машенька ПН 204 Венге/Белфорт в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Машенька ПН 204 Венге/Белфорт, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52774949, 52774959, 52774970, 52774869, 52774895, 52774859, 52774782, 52774882, 52775081, 52775007";;1;0;шт;0г;;;1;1
52463725;0;"Ронда ШК-1 Белый";6200;;"ШКАФЫ => Пеналы";10;0;1;"<p><span>Пенал&nbsp;""Ронда"" ШК-1&nbsp;</span></p><p><span>&nbsp;</span></p><p><span>Цвет: Белое дерево</span></p><p><br /></p><p><span>Габариты: (ШхВхГ) - 400мм*2120мм*520мм</span></p><p><span>&nbsp;</span></p><p><span>&nbsp;</span></p><p><br /></p>";;"Купить Ронда ШК-1 Белый в Краснодар недорого — Мебель на Кубани";"Купить Ронда ШК-1 Белый в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Ронда ШК-1 Белый, Краснодар, каталог мебели, купить недорого, сборка мебели";;;;1;0;шт;0г;;;1;1
52463765;0;"Кимберли ПН-16";8600;;"ШКАФЫ => Пеналы";1;0;1;"<p class=""pagetitle""><span>Пенал ""Кимберли"" ПН-16</span></p><p><br /></p><p><span class=""c-attributes__select js-attributes__select""><span class=""c-attributes__name-current-value""><span class=""c-attributes__name"">Цвет корпус:&nbsp;</span><span class=""c-attributes__current-value js-attributes__curent-value""><span class=""c-attributes__current-value__pseudo-option""><span class=""c-attributes__value js-attributes__set-value-text"">Ясень белый</span></span></span></span></span></p><p><br /></p><p class=""c-changelable-props__property""><span><span class=""c-changelable-props__name"">Материал фасада:&nbsp;</span><span class=""c-changelable-props__value js-changelable-props-val__MATERIAL_FASADA_1"">МДФ</span></span></p><p><br /></p><p class=""c-changelable-props__property""><span class=""c-changelable-props__name"">Габариты: (ШхВхГ) &mdash; 402х2176х510</span></p><p class=""c-changelable-props__property""><span class=""c-changelable-props__name"">&nbsp;</span></p><p><span>Пенал входит в&nbsp;&nbsp;Модульную систему ""Кимберли""</span></p><p><br /></p>";;"Купить Кимберли ПН-16 в Краснодар недорого — Мебель на Кубани";"Купить Кимберли ПН-16 в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Кимберли ПН-16, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465913, 52499883, 52499927, 52499933, 52463416, 52466604, 52469494, 52499910, 52499869";;1;0;шт;0г;;;1;1
52463754;0;"Фиеста пенал";6000;;"ШКАФЫ => Пеналы";10;0;1;"<p><span>Пенал&nbsp;""Фиеста"" 1-створчатый</span></p><p><span>Г</span><span>абариты(Ш*Г*В): 400мм*610мм*2216мм</span><br /><span>Цвет: венге/лоредо</span></p><p><span>&nbsp;</span></p><p>Пенал ""Фиеста""&nbsp; входит в&nbsp;Модульная система ""ФИЕСТА"" (посмотреть модули)</p><p><span>&nbsp;</span></p><p><span>&nbsp;</span></p><p><br /></p>";;"Купить Фиеста пенал в Краснодар недорого — Мебель на Кубани";"Купить Фиеста пенал в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Фиеста пенал, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465948, 52486940, 52487036, 52467827, 52467853, 52465033, 52465416, 52487093, 52486881, 52486923";;1;0;шт;0г;;;1;1
52463827;0;"Иннес-6 пенал Бодега белая";9700;;"ШКАФЫ => Пеналы";1;0;1;"<p><span>""Иннес - 6"" Пенал 1 ств с ящиками&nbsp;&nbsp;</span></p><p><br /></p><p>Габариты мм (ДхВхГ):450х2100х390</p><p><br /></p><p>Корпус: ЛДСП - Бодега белая/Фасад: Рамка МДФ со вставкой (Бодега белая)&nbsp;</p><p><span>&nbsp;</span></p><p>Входит в Модульную систему Иннес 6<br /></p>";;"Купить Иннес-6 пенал Бодега белая в Краснодар недорого — Мебель на Кубани";"Купить Иннес-6 пенал Бодега белая в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Иннес-6 пенал Бодега белая, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52469744, 52463680";;1;0;шт;0г;;;1;1
52497779;0;"Сакура пенал Венге/Лоредо";8200;;"ШКАФЫ => Пеналы";10;0;1;"<p>Сакура пенал Венге/Лоредо</p><p><br /></p><p><span>Г</span><span>абариты(Ш*Г*В): 400мм*610мм*2216мм</span><br /></p><p><br /></p><p><span>Цвет: Венге/Лоредо</span></p><p><br /></p><p>Пенал ""Сакура"" входит в&nbsp;Модульная система ""Сакура""</p><p><span>&nbsp;</span></p><p><span>Решить вопрос с хранением вещей в любой комнате поможет пенал Сакура. Модель из классического сочетания двух цветов ЛДСП сонома и белый с лёгкостью впишется в современный интерьер. Внутреннее наполнение изделия представляет собой пять вместительных полок, на которых можно разместить предметы гардероба или постельные принадлежности. Кроме того, в комплект входит продольная штанга, поэтому пенал Сакура станет отличным дополнением композции мебели для прихожей (в этом случае полки не устанавливаются). Высокое качество по доступной цене &ndash; это пенал Сакура.</span></p><p><br /></p>";;"Купить Сакура пенал Венге/Лоредо в Краснодар недорого — Мебель на Кубани";"Купить Сакура пенал Венге/Лоредо в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Сакура пенал Венге/Лоредо, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465955, 52463448, 52465647, 52497825, 52497983, 52468946, 52498759, 52498741, 52507948";;1;0;шт;0г;;;1;1
